"year";"month";"surface";"city";"district";"street";"n.rooms";"floor";"construction.date";"type";"offer.price";"transaction.price";"m2.price";"condition";"lat";"lon"
2008;9;75;"Warszawa";"Mokotow";"Czerniakowska";3;3;1935;"hipoteczne";NA;466000;6213;"bardzo dobry";52,1981354;21,0175189
2008;9;75;"Warszawa";"Mokotow";"Bukowinska";3;8;2007;"hipoteczne";641000;641000;8546;"do wykonczenia";52,1981354;21,0175189
2008;9;86;"Warszawa";"Srodmiescie";"Slominskiego";3;14;2006;"hipoteczne";1300000;1200000;13953;"bardzo dobry";52,229472;21,007614
2008;9;90;"Warszawa";"Praga Poludnie";"Szkoly Orlat";4;5;2000;"spoldzielcze";NA;780000;8666;"bardzo dobry";52,2434082;21,0859957
2008;9;118;"Warszawa";"Mokotow";"Zaryna";4;7;2004;"hipoteczne";1598000;1550000;13135;"bardzo dobry";52,1981354;21,0175189
2008;10;27;"Warszawa";"Wola";"Ogrodowa";1;6;1970;"spoldzielcze";225000;215000;7962;"dobry";52,2423796;20,9865915
2008;10;29;"Warszawa";"Srodmiescie";"Fabryczna";1;10;1970;"spoldzielcze";NA;240000;8275;"dobry";52,229472;21,007614
2008;10;30;"Warszawa";"Zoliborz";"Sarbiewskiego";1;2;1947;"spoldzielcze";NA;295000;9833;"bardzo dobry";52,2689583807279;20,986440181732
2008;10;30;"Warszawa";"Bielany";"Rodziny Polanieckich";1;7;2000;"hipoteczne";NA;285000;9500;"bardzo dobry";52,271139;20,950025
2008;10;31;"Warszawa";"Mokotow";"Kaukaska";1;2;1976;"spoldzielcze";NA;270000;8709;"bardzo dobry";52,1981354;21,0175189
2008;10;35;"Warszawa";"Bialoleka";"Paslecka";1;8;2005;"hipoteczne";NA;225000;6428;"dobry";52,3166667;21,0333333
2008;10;36;"Warszawa";"Bialoleka";"Odkryta";1;4;2002;"hipoteczne";NA;260000;7222;"bardzo dobry";52,3166667;21,0333333
2008;10;40;"Warszawa";"Srodmiescie";"Al.Solidarnosci";2;2;1957;"hipoteczne";NA;425000;10625;"do remontu";52,229472;21,007614
2008;10;46;"Warszawa";"Zoliborz";"Zeromskiego";3;4;1966;"spoldzielcze";399000;389000;8456;"bardzo dobry";52,2689583807279;20,986440181732
2008;10;46;"Warszawa";"Brwinow";"Dzialkowa";2;1;2008;"hipoteczne";299000;297000;6456;"do wykonczenia";52,15;20,7166667
2008;10;46;"Warszawa";"Praga Polnoc";"Florianska";2;2;1930;"hipoteczne";NA;405000;8804;"bardzo dobry";52,2533003;21,0357745
2007;6;57;"Warszawa";"Praga Poludnie";"Meissnera";2;12;2001;"spoldzielcze";481000;479000;8404;"bardzo dobry";52,2434082;21,0859957
2008;10;52;"Warszawa";"Mokotow";"Bartoszka";2;NA;1991;"hipoteczne";479000;467000;8980;"dobry";52,1981354;21,0175189
2008;10;53;"Warszawa";"Wilanow";"Sarmacka";2;1;2005;"hipoteczne";539000;525000;9905;"bardzo dobry";52,1612492;21,0907702
2008;10;55;"Warszawa";"Bielany";"Conrada";3;9;1980;"spoldzielcze";NA;342000;6218;"bardzo dobry";52,271139;20,950025
2008;10;75;"Warszawa";"Wawer";"Pasazerska";3;NA;2008;"hipoteczne";540000;510000;6800;"do wykonczenia";52,1965598815688;21,1775207519531
2008;2;54;"Warszawa";"Praga Poludnie";"Meissnera";2;1;1999;NA;540000;515000;9537;NA;52,2434082;21,0859957
2008;10;103;"Warszawa";"Srodmiescie";"Szucha";4;2;2005;"hipoteczne";1905000;1905000;18495;"bardzo dobry";52,229472;21,007614
2008;10;111;"Warszawa";"Mokotow";"Kazimierzowska";3;2;2006;"hipoteczne";1200000;1178000;10612;"do wykonczenia";52,1981354;21,0175189
2008;10;111;"Warszawa";"Ochota";"Uniwersytecka";4;2;1927;"hipoteczne";1290000;1230000;11081;"bardzo dobry";52,2258178;20,9907105
2008;10;116;"Warszawa";"Mokotow";"Egejska";4;NA;2007;"spoldzielcze";895000;845000;7284;"do wykonczenia";52,1981354;21,0175189
2008;10;135;"Warszawa";"Praga Poludnie";"Znanieckiego";4;3;1996;"hipoteczne";930000;915000;6777;"bardzo dobry";52,2434082;21,0859957
2008;12;15;"Warszawa";"Ochota";"Grojecka";1;NA;1964;"hipoteczne";NA;153000;10200;"do remontu";52,2258178;20,9907105
2008;12;23;"Warszawa";"Wola";"Niska";1;2;1963;"spol.wlasn.";NA;187000;8130;"do remontu";52,2423796;20,9865915
2008;12;24;"Warszawa";"Praga Poludnie";"Zagojska";1;3;1965;"hipoteczne";NA;200000;8333;"bardzo dobry";52,2434082;21,0859957
2008;12;24;"Warszawa";"Wola";"Ciolka";1;1;1975;"spol.wlasn.";NA;175000;7291;"dobry";52,2423796;20,9865915
2008;12;24;"Warszawa";"Ochota";"Geodetow";1;2;1970;"spoldzielcze";182000;178500;7437;"do remontu";52,2258178;20,9907105
2008;12;33;"Warszawa";"Pruszkow";"Pruszkow";1;3;1996;"spol.wlasn.";NA;176000;5333;"dobry";52,1716156005234;20,8063888549805
2008;12;34;"Warszawa";"Wola";"Okopowa";2;3;1967;"spol.wlasn.";NA;230000;6764;"do remontu";52,2423796;20,9865915
2008;12;34;"Warszawa";"Bialoleka";"Odkryta";1;2;2004;"hipoteczne";255000;255000;7500;"bardzo dobry";52,3166667;21,0333333
2008;12;35;"Warszawa";"Wola";"Lucka";1;19;2005;"hipoteczne";399000;385000;11000;"dobry";52,2423796;20,9865915
2008;12;36;"Warszawa";"Srodmiescie";"Al.3-go Maja";1;6;1960;"spol.wlasn.";NA;315000;8750;"bardzo dobry";52,229472;21,007614
2008;12;37;"Warszawa";"Praga Polnoc";"Wiosenna";2;3;1970;"spol.wlasn.";NA;259000;7000;"dobry";52,2533003;21,0357745
2008;12;37;"Warszawa";"Rembertow";"Kuglarska";1;2;2008;"hipoteczne";NA;260000;7027;"do wykonczenia";52,25913;21,16197
2008;12;37;"Warszawa";"Mokotow";"Czerniakowska";2;7;1972;"hipoteczne";280000;260000;7027;"do remontu";52,1981354;21,0175189
2008;12;37;"Warszawa";"Zoliborz";"Wojska Polskiego";2;3;1968;"hipoteczne";332000;319000;8621;"do remontu";52,2689583807279;20,986440181732
2008;12;38;"Warszawa";"Zoliborz";"Broniewskiego";2;2;1964;"spoldzielcze";369000;340000;8947;"dobry";52,2689583807279;20,986440181732
2008;12;46;"Warszawa";"Rembertow";"Kuglarska";2;NA;2008;"hipoteczne";NA;312000;6782;"do wykonczenia";52,25913;21,16197
2008;12;47;"Warszawa";"Bialoleka";"Paslecka";2;5;2004;"hipoteczne";394000;367000;7808;"dobry";52,3166667;21,0333333
2008;12;48;"Warszawa";"Mokotow";"Chodkiewicza";2;1;2008;"hipoteczne";724000;700000;14583;"bardzo dobry";52,1981354;21,0175189
2008;12;48;"Warszawa";"Bemowo";"Kaliskiego";2;2;2001;"hipoteczne";510000;475000;9895;"bardzo dobry";52,2606416;20,9285078
2008;12;48;"Warszawa";"Bialoleka";"Skarbka z Gor";2;1;2007;"hipoteczne";319000;305000;6354;"do wykonczenia";52,3166667;21,0333333
2008;12;49;"Warszawa";"Wola";"Olbrachta";2;NA;2008;"hipoteczne";399000;395000;8061;"do wykonczenia";52,2423796;20,9865915
2008;12;53;"Warszawa";"Bialoleka";"Odkryta";2;NA;2001;"hipoteczne";390000;370000;6981;"dobry";52,3166667;21,0333333
2008;12;54;"Warszawa";"Bielany";"Klaudyny";3;14;1978;"spoldzielcze";411000;380000;7037;"dobry";52,271139;20,950025
2008;12;56;"Warszawa";"Bemowo";"Pelczynskiego";3;2;2003;"hipoteczne";NA;512000;9142;"bardzo dobry";52,2606416;20,9285078
2008;12;57;"Warszawa";"Srodmiescie";"Czerniakowska";2;4;1939;"hipoteczne";535000;520000;9122;"bardzo dobry";52,229472;21,007614
2008;12;59;"Warszawa";"Bialoleka";"Hlonda";2;3;2008;"hipoteczne";479600;479600;8128;"bardzo dobry";52,3166667;21,0333333
2008;12;68;"Warszawa";"Mokotow";"Tagore";3;6;2001;"hipoteczne";1190000;1045000;15367;"bardzo dobry";52,1981354;21,0175189
2008;12;71;"Warszawa";"Bialoleka";"Hlonda";3;2;2008;"hipoteczne";525000;525000;7394;"do remontu";52,3166667;21,0333333
2008;12;78;"Warszawa";"Ursynow";"Wawozowa";3;3;2001;"hipoteczne";665000;640000;8205;"dobry";52,1546202;21,0339492
2008;12;80;"Warszawa";"Praga Poludnie";"Grochowska";3;3;1932;"hipoteczne";400000;400000;5000;"bardzo dobry";52,2434082;21,0859957
2008;12;97;"Warszawa";"Mokotow";"Bialy Kamien";3;5;2007;"hipoteczne";1340000;1340000;13814;"do wykonczenia";52,1981354;21,0175189
2008;12;100;"Warszawa";"Bialoleka";"Juranda ze Spychowa";4;NA;2001;"hipoteczne";550000;487000;4870;"do wykonczenia";52,3166667;21,0333333
2008;12;100;"Warszawa";"Srodmiescie";"Kruczkowskiego";3;3;2007;"hipoteczne";1600000;1350000;13500;"bardzo dobry";52,229472;21,007614
2008;12;140;"Warszawa";"Mokotow";"Pulawska";4;8;2006;"hipoteczne";1400000;1350000;9642;"bardzo dobry";52,1981354;21,0175189
2008;12;220;"Warszawa";"Zoliborz";"Tucholska";9;1;1928;"hipoteczne";3100000;2770000;12590;"dobry";52,2689583807279;20,986440181732
2009;1;31;"Warszawa";"Bielany";"Duracza";1;4;1980;"hipoteczne";NA;242000;7806;"dobry";52,271139;20,950025
2009;1;32;"Warszawa";"Srodmiescie";"Hoza";1;2;1960;"hipoteczne";370000;335000;10468;"dobry";52,229472;21,007614
2009;1;33,8;"Warszawa";"Bialoleka";"Glebocka";1;NA;2005;"hipoteczne";216000;216000;6390;"do remontu";52,3166667;21,0333333
2009;1;36,4;"Warszawa";"Ursynow";"Pileckiego";1;6;2004;"spol.wlasn.";360000;345000;9478;"bardzo dobry";52,1546202;21,0339492
2009;1;37;"Warszawa";"Praga Poludnie";"Afrykanska";2;3;1978;"spoldzielcze";NA;330000;8918;"bardzo dobry";52,2434082;21,0859957
2009;1;38;"Warszawa";"Zoliborz";"Broniewskiego";2;6;1966;"spoldzielcze";299000;295000;7763;"dobry";52,2689583807279;20,986440181732
2009;1;38;"Warszawa";"Zoliborz";"Sady Zoliborskie";2;4;1962;"spoldzielcze";340000;330000;8684;"dobry";52,2689583807279;20,986440181732
2009;1;38;"Warszawa";"Ochota";"Wlodarzewska";2;1;2002;"hipoteczne";385000;370000;9736;"bardzo dobry";52,2258178;20,9907105
2009;1;39;"Warszawa";"Srodmiescie";"Graniczna";2;9;1970;"spol.wlasn.";360000;343000;8794;"dobry";52,229472;21,007614
2009;1;43;"Warszawa";"Srodmiescie";"Lekarska";2;2;1970;"hipoteczne";399000;360000;8372;"do remontu";52,229472;21,007614
2007;10;56;"Warszawa";"Mokotow";"Melomanow";2;2;1992;"spoldzielcze";560000;530000;9464;NA;52,1981354;21,0175189
2009;1;47;"Warszawa";"Praga Polnoc";"Strzelecka";2;3;2003;"hipoteczne";NA;288000;6127;"bardzo dobry";52,2533003;21,0357745
2009;1;48;"Warszawa";"Ursynow";"Wankowicza";2;1;2002;"spoldzielcze";490000;460000;9583;"dobry";52,1546202;21,0339492
2009;1;49;"Warszawa";"Ochota";"Barska";2;3;1952;"hipoteczne";NA;510000;10408;"bardzo dobry";52,2258178;20,9907105
2009;1;49,9;"Warszawa";"Bemowo";"Gorczewska";3;8;1973;"spoldzielcze";349000;330000;6613;"dobry";52,2606416;20,9285078
2009;1;50;"Warszawa";"Mokotow";"Malczewskiego";3;1;1951;"hipoteczne";480000;462500;9250;"dobry";52,1981354;21,0175189
2009;1;52;"Warszawa";"Bialoleka";"Glebocka";2;3;2006;"hipoteczne";399000;374000;7192;"bardzo dobry";52,3166667;21,0333333
2009;1;60;"Warszawa";"Bemowo";"Lagowska";3;1;1989;"spoldzielcze";350000;325000;5416;"do remontu";52,2606416;20,9285078
2009;1;70;"Warszawa";"Wola";"Kacza";3;7;2002;"spoldzielcze";699000;675000;9642;"dobry";52,2423796;20,9865915
2009;1;72,7;"Warszawa";"Ursynow";"Dembego";3;5;2003;"hipoteczne";830000;787500;10832;"dobry";52,1546202;21,0339492
2009;1;76;"Warszawa";"Ursus";"Ryzowa";3;1;2006;"hipoteczne";570000;550000;7236;"bardzo dobry";52,1948237075553;20,8845376968384
2009;1;77;"Warszawa";"Zoliborz";"Mickiewicza";3;2;1988;"hipoteczne";NA;600000;7792;"bardzo dobry";52,2689583807279;20,986440181732
2009;1;87;"Warszawa";"Srodmiescie";"Foksal";5;1;1930;"spoldzielcze";1490000;1350000;15517;"do remontu";52,229472;21,007614
2009;1;92;"Warszawa";"Ursynow";"KEN";3;3;2003;"hipoteczne";865000;862000;9369;"bardzo dobry";52,1546202;21,0339492
2009;1;96;"Warszawa";"Bemowo";"Wolfkego";4;10;1969;"spoldzielcze";NA;543000;5656;"dobry";52,2606416;20,9285078
2009;1;108,3;"Warszawa";"Ursynow";"Makolagwy";4;NA;2001;"hipoteczne";931000;925000;8541;"dobry";52,1546202;21,0339492
2009;1;140;"Warszawa";"Ursynow";"Jaworowa";4;1;2002;"spoldzielcze";1485000;1420000;10142;"bardzo dobry";52,1546202;21,0339492
2009;2;29,62;"Warszawa";"Praga Poludnie";"Siennicka";1;NA;1927;"hipoteczne";180000;170000;5739;"dobry";52,2434082;21,0859957
2009;2;32;"Warszawa";"Zoliborz";"Pl. Inwalidow";1;4;1936;"spoldzielcze";276000;250000;7812;"do remontu";52,2689583807279;20,986440181732
2009;2;36;"Warszawa";"Wola";"Anielewicza";2;2;1964;"hipoteczne";NA;260000;7222;"do remontu";52,2423796;20,9865915
2009;2;37;"Warszawa";"Praga Poludnie";"Miedzynarodowa";2;9;1970;"spoldzielcze";NA;270000;7297;"do remontu";52,2434082;21,0859957
2009;2;37,5;"Warszawa";"Wola";"Panska";2;9;1969;"spoldzielcze";325000;324000;8640;"dobry";52,2423796;20,9865915
2009;2;37,91;"Warszawa";"Targowek";"Sw. Wincentego";2;NA;2005;"hipoteczne";322000;290000;7649;"bardzo dobry";52,2918531797079;21,0484528541565
2009;2;41;"Warszawa";"Zoliborz";"Broniewskiego";2;8;1974;"spoldzielcze";NA;275000;6707;"dobry";52,2689583807279;20,986440181732
2009;2;45;"Warszawa";"Wola";"Okopowa";2;6;1968;"hipoteczne";NA;320000;7111;"dobry";52,2423796;20,9865915
2009;2;45;"Warszawa";"Srodmiescie";"Mokotowska";2;4;1950;"spoldzielcze";NA;495000;11000;"dobry";52,229472;21,007614
2009;2;46;"Warszawa";"Praga Polnoc";"Dabrowszczakow";2;3;1953;"hipoteczne";NA;260000;5652;"do remontu";52,2533003;21,0357745
2009;2;46;"Warszawa";"Praga Poludnie";"Miedzynarodowa";3;7;1970;"hipoteczne";NA;320000;6956;"dobry";52,2434082;21,0859957
2009;2;48;"Warszawa";"Bialoleka";"Odkryta";2;3;2001;"hipoteczne";299000;295000;6145;"bardzo dobry";52,3166667;21,0333333
2009;2;49;"Warszawa";"Zabki";"Zabki";2;1;2003;"hipoteczne";NA;358000;7306;"bardzo dobry";52,2833333;21,1166667
2009;2;53;"Warszawa";"Pruszkow";"Pruszkow";2;NA;1936;"hipoteczne";NA;216000;4075;"dobry";52,1716156005234;20,8063888549805
2009;2;64;"Warszawa";"Mokotow";"Walbrzyska";3;7;1993;"spoldzielcze";400000;400000;6250;"dobry";52,1981354;21,0175189
2009;2;71;"Warszawa";"Wola";"Tyszkiewicza";3;NA;1960;"hipoteczne";447000;447000;6295;"do wykonczenia";52,2423796;20,9865915
2009;2;71,69;"Warszawa";"Wilanow";"Hlonda";3;NA;2008;"hipoteczne";530000;525000;7323;"bardzo dobry";52,1612492;21,0907702
2009;2;74,2;"Warszawa";"Ursynow";"Malcuzynskiego";4;2;1987;"spoldzielcze";550000;550000;7412;"bardzo dobry";52,1546202;21,0339492
2009;2;117,9;"Warszawa";"Ursynow";"KEN";4;2;2001;"spoldzielcze";970000;970000;8227;"bardzo dobry";52,1546202;21,0339492
2009;2;135;"Warszawa";"Ursynow";"Rosola";4;NA;2001;"hipoteczne";1490000;1300000;9629;"bardzo dobry";52,1546202;21,0339492
2009;3;36;"Warszawa";"Mokotow";"Al. Wilanowska";1;7;2003;NA;400000;360000;10000;"bardzo dobry";52,1981354;21,0175189
2009;3;36;"Warszawa";"Ochota";"Grojecka";2;6;1957;NA;340000;305000;8472;"dobry";52,2258178;20,9907105
2009;3;37;"Warszawa";"Praga Poludnie";"Grochowska";2;5;2001;"hipoteczne";318000;293000;7918;"dobry";52,2434082;21,0859957
2009;3;39;"Warszawa";"Praga Poludnie";"Miedzynarodowa";2;9;1970;"hipoteczne";310000;300000;7692;"bardzo dobry";52,2434082;21,0859957
2009;3;39;"Warszawa";"Praga Poludnie";"Miedzyborska";2;10;2003;"hipoteczne";NA;363000;9307;"bardzo dobry";52,2434082;21,0859957
2009;3;41;"Warszawa";"Bielany";"Tolstoja";2;10;1978;"spoldzielcze";NA;300000;7317;"bardzo dobry";52,271139;20,950025
2009;3;45;"Warszawa";"Praga Poludnie";"Miedzynarodowa";3;10;1970;"hipoteczne";NA;330000;7333;"dobry";52,2434082;21,0859957
2007;10;65;"Warszawa";"Mokotow";"Melomanow";3;5;1993;"spoldzielcze";499000;480000;7385;NA;52,1981354;21,0175189
2009;3;45;"Warszawa";"Bielany";"Wolnej Wszechnicy";2;5;1948;"hipoteczne";NA;338000;7511;"dobry";52,271139;20,950025
2009;3;46;"Warszawa";"Praga Poludnie";"Ostrobramska";2;10;1978;"spol.wlasn.";NA;280000;6086;"do remontu";52,2434082;21,0859957
2009;3;46;"Warszawa";"Mokotow";"Bukowinska";2;16;2008;"hipoteczne";431000;455000;9891;"do wykonczenia";52,1981354;21,0175189
2009;3;49;"Warszawa";"Srodmiescie";"Solec";2;5;1959;"spol.wlasn.";NA;585000;11938;"bardzo dobry";52,229472;21,007614
2009;3;50;"Warszawa";"Bielany";"Szekspira";3;10;1975;"spoldzielcze";350000;350000;7000;"dobry";52,271139;20,950025
2009;3;50;"Warszawa";"Srodmiescie";"Flory";2;5;1932;"hipoteczne";620000;600000;12000;"dobry";52,229472;21,007614
2009;3;50;"Warszawa";"Srodmiescie";"Swietokrzyska";2;5;1960;"hipoteczne";NA;460000;9200;"bardzo dobry";52,229472;21,007614
2009;3;51;"Warszawa";"Rembertow";"Kadrowa";2;3;2005;"hipoteczne";NA;360000;7058;"bardzo dobry";52,25913;21,16197
2009;3;53;"Warszawa";"Mokotow";"Asfaltowa";2;4;1936;"hipoteczne";525000;500000;9433;"do remontu";52,1981354;21,0175189
2009;3;53;"Warszawa";"Srodmiescie";"Gorskiego";1;4;1938;"hipoteczne";NA;320000;6037;"dobry";52,229472;21,007614
2009;3;53;"Warszawa";"Grodzisk Mazowiecki";"Grodzisk Mazowiecki";3;NA;1992;"spol.wlasn.";NA;288000;5433;"dobry";52,1100897912294;20,624942779541
2008;9;56;"Warszawa";"Mokotow";"Melomanow";2;2;1992;"spoldzielcze";560000;530000;9464;"dobry";52,1981354;21,0175189
2009;3;55;"Warszawa";"Ursynow";"Zaruby";2;4;2002;"hipoteczne";NA;530000;9636;"bardzo dobry";52,1546202;21,0339492
2009;3;57;"Warszawa";"Mokotow";"Iberyjska";3;15;1978;"spoldzielcze";399000;382000;6701;"dobry";52,1981354;21,0175189
2009;3;57;"Warszawa";"Wola";"Lucka";2;15;2005;"hipoteczne";615000;640000;11228;"bardzo dobry";52,2423796;20,9865915
2009;3;60;"Warszawa";"Bemowo";"Szadkowskiego Wladyslawa";3;11;1983;NA;415000;370000;6166;"do remontu";52,2606416;20,9285078
2008;9;51;"Warszawa";"Mokotow";"Merlinego";2;2;2002;"spoldzielcze";680000;650000;12745;"bardzo dobry";52,1981354;21,0175189
2009;3;69;"Warszawa";"Ursynow";"Na Uboczu";3;10;1982;"spoldzielcze";430000;420000;6086;"dobry";52,1546202;21,0339492
2009;3;69;"Warszawa";"Bialoleka";"Strumykowa";3;3;2001;"hipoteczne";486000;450000;6521;"bardzo dobry";52,3166667;21,0333333
2009;3;70;"Warszawa";"Mokotow";"Kazimierzowska";2;4;1938;"hipoteczne";640000;560000;8000;"dobry";52,1981354;21,0175189
2009;3;74;"Warszawa";"Ursynow";"Alternatywy";3;8;2006;"spoldzielcze";753000;721500;9750;"bardzo dobry";52,1546202;21,0339492
2009;3;78;"Warszawa";"Targowek";"Wolbromska";3;2;1999;"hipoteczne";580000;580000;7435;"dobry";52,2918531797079;21,0484528541565
2009;3;79;"Warszawa";"Srodmiescie";"Brzozowa";3;3;1950;"hipoteczne";1612000;1350000;17088;"bardzo dobry";52,229472;21,007614
2009;3;94;"Warszawa";"Mokotow";"Srodziemnomorska";2;3;2001;NA;870000;795000;8457;"bardzo dobry";52,1981354;21,0175189
2009;3;122;"Warszawa";"Srodmiescie";"Litewska";4;4;1932;"hipoteczne";NA;1330000;10901;"do remontu";52,229472;21,007614
2009;3;169;"Warszawa";"Srodmiescie";"Tamka";6;6;2002;NA;1800000;1145000;6775;"bardzo dobry";52,229472;21,007614
2009;4;31;"Warszawa";"Ursynow";"Stryjenskich";1;3;1998;"spoldzielcze";330000;320000;10322;"bardzo dobry";52,1546202;21,0339492
2009;4;31;"Warszawa";"Mokotow";"Pienkowskiego";1;7;1995;"hipoteczne";190000;190000;6129;"dobry";52,1981354;21,0175189
2009;4;32;"Warszawa";"Srodmiescie";"Mostowa";2;2;1920;"hipoteczne";NA;605000;18906;"bardzo dobry";52,229472;21,007614
2009;4;32;"Warszawa";"Bialoleka";"Antalla";1;6;1988;"spoldzielcze";215000;190000;5937;"do remontu";52,3166667;21,0333333
2009;4;33;"Warszawa";"Srodmiescie";"Stawki";1;1;2007;"hipoteczne";NA;400000;12121;"bardzo dobry";52,229472;21,007614
2009;4;35;"Warszawa";"Srodmiescie";"Staffa";2;4;1967;"spol.wlasn.";NA;268000;7657;"do remontu";52,229472;21,007614
2009;4;36;"Warszawa";"Ochota";"Al. Jerozolimskie";2;2;1975;"hipoteczne";NA;270000;7500;"dobry";52,2258178;20,9907105
2009;4;38;"Warszawa";"Wola";"Ciolka";2;1;1962;"hipoteczne";NA;269000;7078;"dobry";52,2423796;20,9865915
2009;4;39;"Warszawa";"Praga Poludnie";"Kickiego";2;5;2008;"spol.wlasn.";NA;345000;8846;"bardzo dobry";52,2434082;21,0859957
2008;2;160;"Warszawa";"Mokotow";"Merlinego";4;4;2002;NA;2880000;2550000;15938;NA;52,1981354;21,0175189
2009;4;42;"Warszawa";"Bielany";"Wloscianska";2;8;1973;"hipoteczne";NA;330000;7857;"dobry";52,271139;20,950025
2009;4;43;"Warszawa";"Praga Poludnie";"Uminskiego";2;15;1980;"spol.wlasn.";NA;287000;6674;"dobry";52,2434082;21,0859957
2009;4;43;"Warszawa";"Bielany";"Andersena";2;10;1974;"spol.wlasn.";NA;284000;6604;"dobry";52,271139;20,950025
2009;4;45;"Warszawa";"Bialoleka";"Strumykowa";2;3;2000;"hipoteczne";330000;300000;6666;"dobry";52,3166667;21,0333333
2009;4;45;"Warszawa";"Ursynow";"Belgradzka";2;8;2000;"spoldzielcze";410000;388000;8622;"bardzo dobry";52,1546202;21,0339492
2009;4;46;"Warszawa";"Bielany";"Kielpinska";2;5;1970;"spol.wlasn.";NA;320000;6956;"dobry";52,271139;20,950025
2009;4;48;"Warszawa";"Bialoleka";"Odkryta";2;NA;2000;"hipoteczne";NA;360000;7500;"bardzo dobry";52,3166667;21,0333333
2009;4;50;"Warszawa";"Srodmiescie";"Gorskiego";2;3;1950;"hipoteczne";550000;550000;11000;"bardzo dobry";52,229472;21,007614
2009;4;50;"Warszawa";"Srodmiescie";"Pulawska";2;3;1946;"hipoteczne";626250;626000;12520;"dobry";52,229472;21,007614
2009;4;52;"Warszawa";"Ursynow";"KEN";2;9;1999;"spol.wlasn.";499000;490000;9423;"dobry";52,1546202;21,0339492
2009;4;52;"Warszawa";"Ursynow";"KEN";2;NA;NA;"spoldzielcze";NA;490000;9423;NA;52,1546202;21,0339492
2009;4;52;"Warszawa";"Zoliborz";"Zajaczka";2;4;2002;"hipoteczne";599000;500000;9615;"bardzo dobry";52,2689583807279;20,986440181732
2009;4;62;"Warszawa";"Ursynow";"Zaruby";2;4;2000;"spoldzielcze";520000;525000;8467;"do remontu";52,1546202;21,0339492
2009;4;63;"Warszawa";"Srodmiescie";"Grzegorzowskiej";3;8;1982;"spol.wlasn.";NA;365000;5793;"do remontu";52,229472;21,007614
2009;4;68;"Warszawa";"Ursynow";"Dembego";3;4;2002;"hipoteczne";750000;710000;10441;"bardzo dobry";52,1546202;21,0339492
2009;4;77;"Warszawa";"Bemowo";"Krysztalowa";3;1;2007;"hipoteczne";600000;600000;7792;"do wykonczenia";52,2606416;20,9285078
2009;4;78;"Warszawa";"Mokotow";"Al. Wyscigowa";3;6;2004;"hipoteczne";NA;865000;11089;"bardzo dobry";52,1981354;21,0175189
2009;4;81;"Warszawa";"Praga Poludnie";"Kakowskiego";3;4;2000;"spoldzielcze";800000;740000;9135;"bardzo dobry";52,2434082;21,0859957
2009;4;83;"Warszawa";"Srodmiescie";"Wiejska";3;6;1962;"hipoteczne";NA;900000;10843;"do remontu";52,229472;21,007614
2009;4;93;"Warszawa";"Wola";"Sienna";4;5;2007;"hipoteczne";1080000;905775;9739;"do wykonczenia";52,2423796;20,9865915
2009;4;98;"Warszawa";"Ursynow";"Nugat";3;6;2005;"hipoteczne";1050000;825000;8418;"bardzo dobry";52,1546202;21,0339492
2009;4;100;"Warszawa";"Bialoleka";"Laurowa";4;3;2004;"hipoteczne";725000;699000;6990;"bardzo dobry";52,3166667;21,0333333
2009;5;19;"Warszawa";"Wola";"Chmielna";1;3;1968;"spol.wlasn.";NA;192000;10105;"do remontu";52,2423796;20,9865915
2009;5;20;"Warszawa";"Ochota";"Kopinska";1;3;1950;"hipoteczne";NA;200000;10000;"dobry";52,2258178;20,9907105
2009;5;24;"Warszawa";"Srodmiescie";"Panska";1;5;1975;"spol.wlasn.";NA;220000;9166;"do remontu";52,229472;21,007614
2008;5;193;"Warszawa";"Srodmiescie";"Noskowskiego";6;5;1921;"hipoteczne";NA;2600000;13471;"bardzo dobry";52,229472;21,007614
2008;2;67;"Warszawa";"Mokotow";"Noskowskiego";4;1;1976;"spoldzielcze";540000;515000;7675;"dobry";52,1981354;21,0175189
2009;5;28;"Warszawa";"Mokotow";"Batorego";1;3;1968;"spol.wlasn.";NA;275000;9821;"bardzo dobry";52,1981354;21,0175189
2009;5;29;"Warszawa";"Targowek";"Skargi Piotra";1;3;1996;"spol.wlasn.";NA;260000;8965;"bardzo dobry";52,2918531797079;21,0484528541565
2008;5;41;"Warszawa";"Wola";"Nowolipki";2;2;1950;NA;410000;410000;10000;"dobry";52,2423796;20,9865915
2009;5;31;"Warszawa";"Mokotow";"Katalonska";1;5;1975;"spol.wlasn.";NA;240000;7741;"bardzo dobry";52,1981354;21,0175189
2009;5;31;"Warszawa";"Mokotow";"Portofino";1;10;1975;"spol.wlasn.";NA;240000;7741;"dobry";52,1981354;21,0175189
2009;5;32;"Warszawa";"Srodmiescie";"Slominskiego";1;9;2006;"hipoteczne";430000;412600;12893;"bardzo dobry";52,229472;21,007614
2009;5;37;"Warszawa";"Srodmiescie";"al. Solidarnosci";1;6;1955;"hipoteczne";299000;287500;7770;"do remontu";52,229472;21,007614
2009;5;38;"Warszawa";"Bielany";"Zablocinska";2;4;1976;"spol.wlasn.";NA;274000;7210;"do remontu";52,271139;20,950025
2009;5;38;"Warszawa";"Zoliborz";"Braci Zaluskich";2;1;1968;"spol.wlasn.";NA;305000;8026;"do remontu";52,2689583807279;20,986440181732
